name,date,water_depth,water_level
QB Upland Well 2,2018-02-23,-0.48943384231944426,0.6805661576805556
QB Upland Well 2,2018-02-24,-0.485983789652778,0.6840162103472219
QB Upland Well 2,2018-02-25,-0.4708197034861115,0.6991802965138884
QB Upland Well 2,2018-02-26,-0.4836167173935188,0.6863832826064811
QB Upland Well 2,2018-02-27,-0.4979365839814813,0.6720634160185186
QB Upland Well 2,2018-02-28,-0.49871353036574095,0.671286469634259
QB Upland Well 2,2018-03-01,-0.5019106594259262,0.6680893405740738
QB Upland Well 2,2018-03-02,-0.4814005967407405,0.6885994032592594
QB Upland Well 2,2018-03-03,-0.5047728387916667,0.6652271612083333
QB Upland Well 2,2018-03-04,-0.5101618937592597,0.6598381062407402
QB Upland Well 2,2018-03-05,-0.5132157132118059,0.656784286788194
QB Upland Well 2,2018-03-06,-0.5143728416620373,0.6556271583379626
QB Upland Well 2,2018-03-07,-0.4247735623518521,0.7452264376481478
QB Upland Well 2,2018-03-08,-0.4148495859398152,0.7551504140601847
QB Upland Well 2,2018-03-09,-0.4477615210324076,0.7222384789675924
QB Upland Well 2,2018-03-10,-0.4652190330138889,0.704780966986111
QB Upland Well 2,2018-03-11,-0.4755897270416665,0.6944102729583334
QB Upland Well 2,2018-03-12,-0.4814616147083333,0.6885383852916666
QB Upland Well 2,2018-03-13,-0.4821453228055557,0.6878546771944443
QB Upland Well 2,2018-03-14,-0.49051446226388884,0.6794855377361111
QB Upland Well 2,2018-03-15,-0.49681796058333355,0.6731820394166664
QB Upland Well 2,2018-03-16,-0.5073125789166666,0.6626874210833333
QB Upland Well 2,2018-03-17,-0.5126692955416664,0.6573307044583335
QB Upland Well 2,2018-03-18,-0.5196101188611109,0.6503898811388891
QB Upland Well 2,2018-03-19,-0.5250578313333332,0.6449421686666668
QB Upland Well 2,2018-03-20,-0.4936911733194443,0.6763088266805556
QB Upland Well 2,2018-03-21,-0.43713884758333355,0.7328611524166664
QB Upland Well 2,2018-03-22,-0.44817023519444416,0.7218297648055558
QB Upland Well 2,2018-03-23,-0.42709708406944447,0.7429029159305555
QB Upland Well 2,2018-03-24,-0.44268676170833376,0.7273132382916662
QB Upland Well 2,2018-03-25,-0.46567117969444455,0.7043288203055554
QB Upland Well 2,2018-03-26,-0.48054587310185204,0.6894541268981479
QB Upland Well 2,2018-03-27,-0.4846766832870376,0.6853233167129623
QB Upland Well 2,2018-03-28,-0.48823992015277823,0.6817600798472218
QB Upland Well 2,2018-03-29,-0.4977434981111111,0.6722565018888889
QB Upland Well 2,2018-03-30,-0.5056342897499998,0.6643657102500001
QB Upland Well 2,2018-03-31,-0.5204751105138892,0.6495248894861108
QB Upland Well 2,2018-04-01,-0.5226777765277782,0.6473222234722217
QB Upland Well 2,2018-04-02,-0.5281038907638893,0.6418961092361106
QB Upland Well 2,2018-04-03,-0.5274109768611116,0.6425890231388883
QB Upland Well 2,2018-04-04,-0.5234531886111113,0.6465468113888886
QB Upland Well 2,2018-04-05,-0.5426040967222227,0.6273959032777773
QB Upland Well 2,2018-04-06,-0.5387089787638892,0.6312910212361107
QB Upland Well 2,2018-04-07,-0.5458278990138894,0.6241721009861105
QB Upland Well 2,2018-04-08,-0.551710762833334,0.618289237166666
QB Upland Well 2,2018-04-09,-0.5596674113888894,0.6103325886111105
QB Upland Well 2,2018-04-10,-0.5607221842638893,0.6092778157361106
QB Upland Well 2,2018-04-11,-0.5662024711250003,0.6037975288749996
QB Upland Well 2,2018-04-12,-0.5696719976111114,0.6003280023888885
QB Upland Well 2,2018-04-13,-0.5813024707222227,0.5886975292777772
QB Upland Well 2,2018-04-14,-0.5919921813194448,0.5780078186805552
QB Upland Well 2,2018-04-15,-0.59499492625463,0.5750050737453699
QB Upland Well 2,2018-04-16,-0.4234874641064819,0.7465125358935181
QB Upland Well 2,2018-04-17,-0.44962227398611143,0.7203777260138885
QB Upland Well 2,2018-04-18,-0.47675921841666696,0.6932407815833329
QB Upland Well 2,2018-04-19,-0.487623131180556,0.6823768688194439
QB Upland Well 2,2018-04-20,-0.5039860964861113,0.6660139035138887
QB Upland Well 2,2018-04-21,-0.5138642799166664,0.6561357200833335
QB Upland Well 2,2018-04-22,-0.5213050492916662,0.6486949507083337
QB Upland Well 2,2018-04-23,-0.5318495914166662,0.6381504085833337
QB Upland Well 2,2018-04-24,-0.5387054380694444,0.6312945619305556
QB Upland Well 2,2018-04-25,-0.51196422525463,0.6580357747453699
QB Upland Well 2,2018-04-26,-0.5324980105925928,0.6375019894074071
QB Upland Well 2,2018-04-27,-0.49845305327777784,0.671546946722222
QB Upland Well 2,2018-04-28,-0.5049354156782406,0.6650645843217593
QB Upland Well 2,2018-04-29,-0.5237170883703702,0.6462829116296297
QB Upland Well 2,2018-04-30,-0.5294471122129626,0.6405528877870373
QB Upland Well 2,2018-05-01,-0.5418378904444442,0.6281621095555557
QB Upland Well 2,2018-05-02,-0.551052547736111,0.6189474522638889
QB Upland Well 2,2018-05-03,-0.5623126642083331,0.6076873357916668
QB Upland Well 2,2018-05-04,-0.572331059138889,0.5976689408611109
QB Upland Well 2,2018-05-05,-0.5881406139027774,0.5818593860972225
QB Upland Well 2,2018-05-06,-0.5919950138750001,0.5780049861249998
QB Upland Well 2,2018-05-07,-0.6021256488194447,0.5678743511805552
QB Upland Well 2,2018-05-08,-0.6171183653750001,0.5528816346249998
QB Upland Well 2,2018-05-09,-0.6307002332175929,0.539299766782407
QB Upland Well 2,2018-05-10,-0.6463613148611111,0.5236386851388888
QB Upland Well 2,2018-05-11,-0.6671425947407404,0.5028574052592595
QB Upland Well 2,2018-05-12,-0.6866724751805555,0.4833275248194444
QB Upland Well 2,2018-05-13,-0.5473896993333335,0.6226103006666664
QB Upland Well 2,2018-05-14,-0.5719730949305556,0.5980269050694443
QB Upland Well 2,2018-05-15,-0.5980935059861109,0.571906494013889
QB Upland Well 2,2018-05-16,-0.476199434625,0.6938005653749999
QB Upland Well 2,2018-05-17,-0.484315886523148,0.6856841134768519
QB Upland Well 2,2018-05-18,-0.3696559260046297,0.8003440739953702
QB Upland Well 2,2018-05-19,-0.3635402025138892,0.8064597974861107
QB Upland Well 2,2018-05-20,-0.3879067895879632,0.7820932104120367
QB Upland Well 2,2018-05-21,-0.4557233626064816,0.7142766373935183
QB Upland Well 2,2018-05-22,-0.4827656524722222,0.6872343475277777
QB Upland Well 2,2018-05-23,-0.47197396987500007,0.6980260301249999
QB Upland Well 2,2018-05-24,-0.5083645192361111,0.6616354807638888
QB Upland Well 2,2018-05-25,-0.5289384324444444,0.6410615675555555
QB Upland Well 2,2018-05-26,-0.5502134031527777,0.6197865968472223
QB Upland Well 2,2018-05-27,-0.5661419252500001,0.6038580747499999
QB Upland Well 2,2018-05-28,-0.5562246761574077,0.6137753238425923
QB Upland Well 2,2018-05-29,-0.558507125819445,0.611492874180555
QB Upland Well 2,2018-05-30,-0.5685518399120376,0.6014481600879623
QB Upland Well 2,2018-05-31,-0.5757580972916666,0.5942419027083333
QB Upland Well 2,2018-06-01,-0.5856564626805556,0.5843435373194443
QB Upland Well 2,2018-06-02,-0.5977330632916669,0.5722669367083331
QB Upland Well 2,2018-06-03,-0.5992700787500004,0.57072992124999955
QB Upland Well 2,2018-06-04,-0.5814090456250002,0.5885909543749998
QB Upland Well 2,2018-06-05,-0.6107861874305556,0.5592138125694444
QB Upland Well 2,2018-06-06,-0.6327356604305555,0.5372643395694444
QB Upland Well 2,2018-06-07,-0.6555264024305554,0.5144735975694446
QB Upland Well 2,2018-06-08,-0.6779014669027777,0.4920985330972222
QB Upland Well 2,2018-06-09,-0.6809788024675925,0.4890211975324075
QB Upland Well 2,2018-06-10,-0.5736980032407408,0.5963019967592591
QB Upland Well 2,2018-06-11,-0.4997353747824074,0.6702646252175924
QB Upland Well 2,2018-06-12,-0.5234720723148147,0.6465279276851852
QB Upland Well 2,2018-06-13,-0.5651958516944442,0.6048041483055557
QB Upland Well 2,2018-06-14,-0.5934690049722224,0.5765309950277775
QB Upland Well 2,2018-06-15,-0.6251536173472221,0.5448463826527778
QB Upland Well 2,2018-06-16,-0.6467730976249998,0.5232269023750001
QB Upland Well 2,2018-06-17,-0.6715335279444443,0.4984664720555556
QB Upland Well 2,2018-06-18,-0.6990702167777775,0.47092978322222245
QB Upland Well 2,2018-06-19,-0.7251346848611111,0.4448653151388888
QB Upland Well 2,2018-06-20,-0.7483542049583333,0.42164579504166666
QB Upland Well 2,2018-06-21,-0.7565300224999999,0.4134699775000001
QB Upland Well 2,2018-06-22,-0.7601252436388888,0.4098747563611111
QB Upland Well 2,2018-06-23,-0.70181567125,0.46818432875
QB Upland Well 2,2018-06-24,-0.7357022415000001,0.43429775849999985
QB Upland Well 2,2018-06-25,-0.7105211766805554,0.45947882331944456
QB Upland Well 2,2018-06-26,-0.7708581507083332,0.3991418492916668
QB Upland Well 2,2018-06-27,-0.7882670371527778,0.3817329628472222
QB Upland Well 2,2018-06-28,-0.8012585532083331,0.3687414467916669
QB Upland Well 2,2018-06-29,-0.832555105472222,0.33744489452777793
QB Upland Well 2,2018-06-30,-0.8578430992638887,0.3121569007361113
QB Upland Well 2,2018-07-01,-0.8772452786574074,0.29275472134259256
QB Upland Well 2,2018-07-02,-0.9028174721898148,0.2671825278101851
QB Upland Well 2,2018-07-03,-0.9303859092500002,0.23961409074999976
QB Upland Well 2,2018-07-04,-0.9518418094444446,0.2181581905555553
QB Upland Well 2,2018-07-05,-0.9653205250555552,0.20467947494444466
QB Upland Well 2,2018-07-06,-0.9836050252361107,0.18639497476388922
QB Upland Well 2,2018-07-07,-1.0157282116296293,0.15427178837037064
QB Upland Well 2,2018-07-08,-1.0318237364814815,0.13817626351851842
QB Upland Well 2,2018-07-09,-1.0499119641666665,0.12008803583333333
QB Upland Well 2,2018-07-10,-1.074481905125,0.0955180948749999
QB Upland Well 2,2018-07-11,-1.119119439986111,0.05088056001388879
QB Upland Well 2,2018-07-12,-1.158187108416667,0.011812891583332931
QB Upland Well 2,2018-07-13,-1.1742997466249996,-0.0042997466249996156
QB Upland Well 2,2018-07-14,-1.1944034556111112,-0.024403455611111242
QB Upland Well 2,2018-07-15,-1.2200837583472222,-0.0500837583472222
QB Upland Well 2,2018-07-16,-1.2341512914444444,-0.0641512914444445
QB Upland Well 2,2018-07-17,-1.2574518934444447,-0.0874518934444447
QB Upland Well 2,2018-07-18,-1.182824676638889,-0.012824676638889075
QB Upland Well 2,2018-07-19,-1.2283696914861109,-0.058369691486111
QB Upland Well 2,2018-07-20,-1.2742915542453703,-0.10429155424537047
QB Upland Well 2,2018-07-21,-1.2699529052962963,-0.09995290529629651
QB Upland Well 2,2018-07-22,-0.8492770971944443,0.32072290280555554
QB Upland Well 2,2018-07-23,-0.925814518652778,0.24418548134722193
QB Upland Well 2,2018-07-24,-0.7781325074444444,0.3918674925555555
QB Upland Well 2,2018-07-25,-0.6221295102222223,0.5478704897777776
QB Upland Well 2,2018-07-26,-0.6018374362916666,0.5681625637083333
QB Upland Well 2,2018-07-27,-0.7163835044722222,0.4536164955277777
QB Upland Well 2,2018-07-28,-0.7672990446527783,0.40270095534722167
QB Upland Well 2,2018-07-29,-0.8148031257361109,0.35519687426388896
QB Upland Well 2,2018-07-30,-0.8358704937268521,0.33412950627314786
QB Upland Well 2,2018-07-31,-0.8283478162870372,0.3416521837129627
QB Upland Well 2,2018-08-01,-0.7927067139166664,0.37729328608333357
QB Upland Well 2,2018-08-02,-0.8167990151944448,0.35320098480555523
QB Upland Well 2,2018-08-03,-0.8557841854444442,0.3142158145555557
QB Upland Well 2,2018-08-04,-0.8476936986388888,0.32230630136111116
QB Upland Well 2,2018-08-05,-0.881577790402778,0.288422209597222
QB Upland Well 2,2018-08-06,-0.9073009355416667,0.26269906445833324
QB Upland Well 2,2018-08-07,-0.9280961421527776,0.24190385784722232
QB Upland Well 2,2018-08-08,-0.9478075421944445,0.22219245780555544
QB Upland Well 2,2018-08-09,-0.9797261944722225,0.19027380552777742
QB Upland Well 2,2018-08-10,-1.0101952864444443,0.1598047135555555
QB Upland Well 2,2018-08-11,-1.0399902301944446,0.13000976980555534
QB Upland Well 2,2018-08-12,-0.8549749007175924,0.3150250992824075
QB Upland Well 2,2018-08-13,-0.8247597945601852,0.34524020543981476
QB Upland Well 2,2018-08-14,-0.8757002376250006,0.29429976237499933
QB Upland Well 2,2018-08-15,-0.9221768091805559,0.247823190819444
QB Upland Well 2,2018-08-16,-0.9633837651944445,0.20661623480555547
QB Upland Well 2,2018-08-17,-0.9882351913611108,0.18176480863888908
QB Upland Well 2,2018-08-18,-1.0168216960972223,0.15317830390277765
QB Upland Well 2,2018-08-19,-1.0502925888194443,0.11970741118055567
QB Upland Well 2,2018-08-20,-1.0578629476111108,0.11213705238888923
QB Upland Well 2,2018-08-21,-1.056876864208333,0.11312313579166688
QB Upland Well 2,2018-08-22,-1.0162686396249998,0.15373136037500007
QB Upland Well 2,2018-08-23,-1.0598875166944446,0.11011248330555534
QB Upland Well 2,2018-08-24,-1.1014138433472225,0.06858615665277747
QB Upland Well 2,2018-08-25,-1.1257479740555556,0.044252025944444405
QB Upland Well 2,2018-08-26,-1.1423757833055554,0.027624216694444516
QB Upland Well 2,2018-08-27,-1.1679573006666673,0.0020426993333327336
QB Upland Well 2,2018-08-28,-1.1905734864305555,-0.02057348643055556
QB Upland Well 2,2018-08-29,-1.2139395912777777,-0.0439395912777778
QB Upland Well 2,2018-08-30,-1.2454659346111108,-0.07546593461111094
QB Upland Well 2,2018-08-31,-1.2697738641805554,-0.09977386418055555
QB Upland Well 2,2018-09-01,-1.2752723266064814,-0.10527232660648138
QB Upland Well 2,2018-09-02,-1.2806578408796296,-0.11065784087962967
QB Upland Well 2,2018-09-03,-1.302297621138889,-0.13229762113888904
QB Upland Well 2,2018-09-04,-1.318989162888889,-0.1489891628888891
QB Upland Well 2,2018-09-05,-1.3391697049444444,-0.16916970494444444
QB Upland Well 2,2018-09-06,-1.3562117754444443,-0.18621177544444437
QB Upland Well 2,2018-09-07,-1.3777540685833332,-0.20775406858333315
QB Upland Well 2,2018-09-08,-1.3836057742916663,-0.21360577429166638
QB Upland Well 2,2018-09-09,-1.298694256402778,-0.1286942564027779
QB Upland Well 2,2018-09-10,-1.0455048617916667,0.12449513820833333
QB Upland Well 2,2018-09-11,-1.0278946868680559,0.14210531313194408
QB Upland Well 2,2018-09-12,-0.8568229071712965,0.3131770928287035
QB Upland Well 2,2018-09-13,-0.9397767751018519,0.23022322489814806
QB Upland Well 2,2018-09-14,-0.9690053257638888,0.20099467423611114
QB Upland Well 2,2018-09-15,-0.9929028888472221,0.17709711115277782
QB Upland Well 2,2018-09-16,-1.0276990635,0.14230093649999986
QB Upland Well 2,2018-09-17,-1.0468998954027777,0.12310010459722218
QB Upland Well 2,2018-09-18,-1.059115999375,0.11088400062500012
QB Upland Well 2,2018-09-19,-1.0763446644722219,0.09365533552777794
QB Upland Well 2,2018-09-20,-1.1074861343194444,0.06251386568055559
QB Upland Well 2,2018-09-21,-1.1138484081666664,0.05615159183333361
QB Upland Well 2,2018-09-22,-1.1302050002222224,0.03979499977777768
QB Upland Well 2,2018-09-23,-1.1323811110277777,0.03761888897222215
QB Upland Well 2,2018-09-24,-0.8236587566111109,0.34634124338888905
QB Upland Well 2,2018-09-25,-0.8229538043472222,0.3470461956527777
QB Upland Well 2,2018-09-26,-0.8919658338333333,0.27803416616666665
QB Upland Well 2,2018-09-27,-0.9418492615833333,0.2281507384166666
QB Upland Well 2,2018-09-28,-0.9217880409305553,0.2482119590694446
QB Upland Well 2,2018-09-29,-0.9350840567083332,0.2349159432916668
QB Upland Well 2,2018-09-30,-0.9715514391388888,0.19844856086111118
QB Upland Well 2,2018-10-01,-0.9888983634305555,0.18110163656944445
QB Upland Well 2,2018-10-02,-1.0067742674722224,0.16322573252777758
QB Upland Well 2,2018-10-03,-1.0276611780694447,0.14233882193055533
QB Upland Well 2,2018-10-04,-1.04380426625,0.12619573374999987
QB Upland Well 2,2018-10-05,-1.0649258068657408,0.10507419313425909
QB Upland Well 2,2018-10-06,-1.059944285828704,0.11005571417129595
QB Upland Well 2,2018-10-07,-1.0677973100601854,0.10220268993981442
QB Upland Well 2,2018-10-08,-1.0883162244814815,0.08168377551851855
QB Upland Well 2,2018-10-09,-1.0894717891249999,0.080528210875
QB Upland Well 2,2018-10-10,-1.0986234220555557,0.07137657794444412
QB Upland Well 2,2018-10-11,-1.0480414152916666,0.12195858470833335
QB Upland Well 2,2018-10-12,-0.5285408124583333,0.6414591875416666
QB Upland Well 2,2018-10-13,-0.6274738344166664,0.5425261655833336
QB Upland Well 2,2018-10-14,-0.6742067522500002,0.49579324774999983
QB Upland Well 2,2018-10-15,-0.689572658,0.4804273419999999
QB Upland Well 2,2018-10-16,-0.709332919625,0.4606670803749999
QB Upland Well 2,2018-10-17,-0.7309934719583334,0.4390065280416665
QB Upland Well 2,2018-10-18,-0.7610348480416667,0.40896515195833333
QB Upland Well 2,2018-10-19,-0.7661132660833336,0.40388673391666635
QB Upland Well 2,2018-10-20,-0.7619929599583334,0.4080070400416666
QB Upland Well 2,2018-10-21,-0.7882390656666669,0.381760934333333
QB Upland Well 2,2018-10-22,-0.7997725237500002,0.3702274762499998
QB Upland Well 2,2018-10-23,-0.8017769108750002,0.3682230891249997
QB Upland Well 2,2018-10-24,-0.821157964125,0.3488420358749999
QB Upland Well 2,2018-10-25,-0.8267037538333333,0.3432962461666667
QB Upland Well 2,2018-10-26,-0.8269076978333334,0.34309230216666653
QB Upland Well 2,2018-10-27,-0.6234416915833334,0.5465583084166665
QB Upland Well 2,2018-10-28,-0.6576904748749997,0.5123095251250003
QB Upland Well 2,2018-10-29,-0.7005580165833334,0.4694419834166665
QB Upland Well 2,2018-10-30,-0.7293799775000002,0.44062002249999976
QB Upland Well 2,2018-10-31,-0.7377427437083333,0.43225725629166667
QB Upland Well 2,2018-11-01,-0.7455648458749997,0.4244351541250002
QB Upland Well 2,2018-11-02,-0.7497414490416665,0.4202585509583334
QB Upland Well 2,2018-11-03,-0.6980405828333335,0.47195941716666645
QB Upland Well 2,2018-11-04,-0.721314629625,0.44868537037499984
QB Upland Well 2,2018-11-05,-0.6371569255833334,0.5328430744166666
QB Upland Well 2,2018-11-06,-0.4949421006666669,0.675057899333333
QB Upland Well 2,2018-11-07,-0.5243323430416669,0.6456676569583331
QB Upland Well 2,2018-11-08,-0.56438290825,0.6056170917499999
QB Upland Well 2,2018-11-09,-0.5612451448333335,0.6087548551666664
QB Upland Well 2,2018-11-10,-0.4944120587083332,0.6755879412916667
QB Upland Well 2,2018-11-11,-0.544769231375,0.6252307686249999
QB Upland Well 2,2018-11-12,-0.5536099913333333,0.6163900086666666
QB Upland Well 2,2018-11-13,-0.44651177391666663,0.7234882260833333
QB Upland Well 2,2018-11-14,-0.47975889475000005,0.6902411052499999
QB Upland Well 2,2018-11-15,-0.4821924140416671,0.6878075859583329
QB Upland Well 2,2018-11-16,-0.38131448862500017,0.7886855113749998
QB Upland Well 2,2018-11-17,-0.44850872558333316,0.7214912744166667
QB Upland Well 2,2018-11-18,-0.4702085796250004,0.6997914203749995
QB Upland Well 2,2018-11-19,-0.48097724770833317,0.6890227522916668
QB Upland Well 2,2018-11-20,-0.49167687225000023,0.6783231277499997
QB Upland Well 2,2018-11-21,-0.5033101779166668,0.6666898220833332
QB Upland Well 2,2018-11-22,-0.5145536531249999,0.655446346875
QB Upland Well 2,2018-11-23,-0.5205657522916668,0.6494342477083331
QB Upland Well 2,2018-11-24,-0.5116336424166666,0.6583663575833333
QB Upland Well 2,2018-11-25,-0.3744972355416665,0.7955027644583335
QB Upland Well 2,2018-11-26,-0.41500986137499996,0.754990138625
QB Upland Well 2,2018-11-27,-0.40982947133333353,0.7601705286666665
QB Upland Well 2,2018-11-28,-0.44602740691666676,0.7239725930833332
QB Upland Well 2,2018-11-29,-0.46527887075000035,0.7047211292499995
QB Upland Well 2,2018-11-30,-0.4744531641249997,0.6955468358750002
QB Upland Well 2,2018-12-01,-0.4839524932499996,0.6860475067500003
QB Upland Well 2,2018-12-02,-0.46739478974999976,0.7026052102500002
QB Upland Well 2,2018-12-03,-0.47243603050000016,0.6975639694999998
QB Upland Well 2,2018-12-04,-0.4920390852916668,0.6779609147083332
QB Upland Well 2,2018-12-05,-0.4990900242083338,0.6709099757916661
QB Upland Well 2,2018-12-06,-0.5061653939166664,0.6638346060833336
QB Upland Well 2,2018-12-07,-0.5110866051250001,0.6589133948749998
QB Upland Well 2,2018-12-08,-0.5179367866666664,0.6520632133333335
QB Upland Well 2,2018-12-09,-0.5194982329166665,0.6505017670833334
QB Upland Well 2,2018-12-10,-0.5212880539583332,0.6487119460416667
QB Upland Well 2,2018-12-11,-0.528461146833333,0.6415388531666669
QB Upland Well 2,2018-12-12,-0.533565057875,0.636434942125
QB Upland Well 2,2018-12-13,-0.5388049315833336,0.6311950684166663
QB Upland Well 2,2018-12-14,-0.5407838257083337,0.6292161742916662
QB Upland Well 2,2018-12-15,-0.46301955362499997,0.7069804463749999
QB Upland Well 2,2018-12-16,-0.3632941242499998,0.8067058757500002
QB Upland Well 2,2018-12-17,-0.39953561037499963,0.7704643896250003
QB Upland Well 2,2018-12-18,-0.4413972407916664,0.7286027592083335
QB Upland Well 2,2018-12-19,-0.4587420406666668,0.7112579593333331
QB Upland Well 2,2018-12-20,-0.46661937766666645,0.7033806223333334
QB Upland Well 2,2018-12-21,-0.35488674529166686,0.8151132547083331
QB Upland Well 2,2018-12-22,-0.4024237548333333,0.7675762451666666
QB Upland Well 2,2018-12-23,-0.43981242595833303,0.7301875740416669
QB Upland Well 2,2018-12-24,-0.45326635670833293,0.716733643291667
QB Upland Well 2,2018-12-25,-0.4649315286250001,0.7050684713749998
QB Upland Well 2,2018-12-26,-0.4736809386666668,0.6963190613333331
QB Upland Well 2,2018-12-27,-0.47981412958333314,0.6901858704166668
QB Upland Well 2,2018-12-28,-0.41470925641666684,0.755290743583333
QB Upland Well 2,2018-12-29,-0.35362696620833334,0.8163730337916666
QB Upland Well 2,2018-12-30,-0.4163971054583333,0.7536028945416666
QB Upland Well 2,2018-12-31,-0.4410615829583334,0.7289384170416665
QB Upland Well 2,2019-01-01,-0.41174994400000003,0.758250056
QB Upland Well 2,2019-01-02,-0.4503314750833336,0.7196685249166663
QB Upland Well 2,2019-01-03,-0.4600719254999999,0.7099280745
QB Upland Well 2,2019-01-04,-0.47242009737499985,0.697579902625
QB Upland Well 2,2019-01-05,-0.4724370927083333,0.6975629072916666
QB Upland Well 2,2019-01-06,-0.48865170291666665,0.6813482970833333
QB Upland Well 2,2019-01-07,-0.49657152825000006,0.6734284717499999
QB Upland Well 2,2019-01-08,-0.49158233570833365,0.6784176642916663
QB Upland Well 2,2019-01-09,-0.4950387616250003,0.6749612383749997
QB Upland Well 2,2019-01-10,-0.5056056101250003,0.6643943898749997
QB Upland Well 2,2019-01-11,-0.5158229920833336,0.6541770079166663
QB Upland Well 2,2019-01-12,-0.5209577071666662,0.6490422928333337
QB Upland Well 2,2019-01-13,-0.5188810898749996,0.6511189101250003
QB Upland Well 2,2019-01-14,-0.5191062780416668,0.6508937219583332
QB Upland Well 2,2019-01-15,-0.5224809139166672,0.6475190860833328
QB Upland Well 2,2019-01-16,-0.5271153288750005,0.6428846711249995
QB Upland Well 2,2019-01-17,-0.5299099990000001,0.6400900009999998
QB Upland Well 2,2019-01-18,-0.5170360340000005,0.6529639659999994
QB Upland Well 2,2019-01-19,-0.5090800935833338,0.6609199064166661
QB Upland Well 2,2019-01-20,-0.4489399821666666,0.7210600178333334
QB Upland Well 2,2019-01-21,-0.47785966625000054,0.6921403337499994
QB Upland Well 2,2019-01-22,-0.5054239725000003,0.6645760274999997
QB Upland Well 2,2019-01-23,-0.5060177469583335,0.6639822530416665
QB Upland Well 2,2019-01-24,-0.4594930219583334,0.7105069780416665
QB Upland Well 2,2019-01-25,-0.42507959637499987,0.7449204036250001
QB Upland Well 2,2019-01-26,-0.46637400754166686,0.703625992458333
QB Upland Well 2,2019-01-27,-0.47780549362499997,0.6921945063749999
QB Upland Well 2,2019-01-28,-0.4887377417916665,0.6812622582083334
QB Upland Well 2,2019-01-29,-0.4953043137083332,0.6746956862916667
QB Upland Well 2,2019-01-30,-0.48004887762499987,0.689951122375
QB Upland Well 2,2019-01-31,-0.499995025708333,0.6700049742916669
QB Upland Well 2,2019-02-01,-0.5082866239583336,0.6617133760416664
QB Upland Well 2,2019-02-02,-0.5130400062500002,0.6569599937499997
QB Upland Well 2,2019-02-03,-0.5166196483333333,0.6533803516666666
QB Upland Well 2,2019-02-04,-0.518681394708333,0.651318605291667
QB Upland Well 2,2019-02-05,-0.5192709203333332,0.6507290796666667
QB Upland Well 2,2019-02-06,-0.5239839387083333,0.6460160612916667
QB Upland Well 2,2019-02-07,-0.5253903025416673,0.6446096974583326
QB Upland Well 2,2019-02-08,-0.5289646335833331,0.6410353664166668
QB Upland Well 2,2019-02-09,-0.5417005114999999,0.6282994885000001
QB Upland Well 2,2019-02-10,-0.5418014212916666,0.6281985787083333
QB Upland Well 2,2019-02-11,-0.5180897446666667,0.6519102553333332
QB Upland Well 2,2019-02-12,-0.4257891515416671,0.7442108484583329
QB Upland Well 2,2019-02-13,-0.3829407295833335,0.7870592704166665
QB Upland Well 2,2019-02-14,-0.4373226096249998,0.7326773903750001
QB Upland Well 2,2019-02-15,-0.45589213570833353,0.7141078642916664
QB Upland Well 2,2019-02-16,-0.4736023352500003,0.6963976647499996
QB Upland Well 2,2019-02-17,-0.4873674930416669,0.682632506958333
QB Upland Well 2,2019-02-18,-0.43405631900000013,0.7359436809999998
QB Upland Well 2,2019-02-19,-0.452145726916667,0.7178542730833329
QB Upland Well 2,2019-02-20,-0.4709128237500002,0.6990871762499997
QB Upland Well 2,2019-02-21,-0.4357027419166667,0.7342972580833332
QB Upland Well 2,2019-02-22,-0.458396822958333,0.711603177041667
QB Upland Well 2,2019-02-23,-0.47578835999999985,0.69421164
QB Upland Well 2,2019-02-24,-0.4058716830833334,0.7641283169166666
QB Upland Well 2,2019-02-25,-0.41248286775000026,0.7575171322499997
QB Upland Well 2,2019-02-26,-0.44804666495833334,0.7219533350416666
QB Upland Well 2,2019-02-27,-0.4614984712916666,0.7085015287083334
QB Upland Well 2,2019-02-28,-0.47017883779166675,0.6998211622083332
QB Upland Well 2,2019-03-01,-0.48064902533333315,0.6893509746666667
QB Upland Well 2,2019-03-02,-0.40793767829166677,0.7620623217083332
QB Upland Well 2,2019-03-03,-0.4304511839166664,0.7395488160833334
QB Upland Well 2,2019-03-04,-0.35095869887499975,0.8190413011250002
QB Upland Well 2,2019-03-05,-0.40830095354166707,0.7616990464583329
QB Upland Well 2,2019-03-06,-0.43892017095833386,0.731079829041666
QB Upland Well 2,2019-03-07,-0.4564997188750001,0.7135002811249997
QB Upland Well 2,2019-03-08,-0.46707294062499966,0.7029270593750003
QB Upland Well 2,2019-03-09,-0.4716754893333329,0.698324510666667
QB Upland Well 2,2019-03-10,-0.415876623375,0.754123376625
QB Upland Well 2,2019-03-11,-0.42261633525000003,0.74738366475
QB Upland Well 2,2019-03-12,-0.45444009691666715,0.7155599030833328
QB Upland Well 2,2019-03-13,-0.4688415175,0.7011584824999999
QB Upland Well 2,2019-03-14,-0.4763959431666666,0.6936040568333334
QB Upland Well 2,2019-03-15,-0.4838568945,0.6861431054999999
QB Upland Well 2,2019-03-16,-0.4959076480416664,0.6740923519583335
QB Upland Well 2,2019-03-17,-0.5051138076666665,0.6648861923333335
QB Upland Well 2,2019-03-18,-0.5112045102499997,0.6587954897500002
QB Upland Well 2,2019-03-19,-0.5175172143749996,0.6524827856250003
