date,water_depth,water_level,water_level_gf,wetland,year,wateryear,inund,inund_gf,delta_1d,dir_1d,well_dry
2018-05-05,0.5732777711145833,0.5732777711145833,0.5732777711145833,GN,2018,2018,1,1,-0.003467534109374948,-1,0
2018-05-06,0.5719352065,0.5719352065,0.5719352065,GN,2018,2018,1,1,-0.0013425646145833747,-1,0
2018-05-07,0.571939970078125,0.571939970078125,0.571939970078125,GN,2018,2018,1,1,4.763578125066559e-6,1,0
2018-05-08,0.56861907284375,0.56861907284375,0.56861907284375,GN,2018,2018,1,1,-0.0033208972343750087,-1,0
2018-05-09,0.5654327698802083,0.5654327698802083,0.5654327698802083,GN,2018,2018,1,1,-0.0031863029635417206,-1,0
2018-05-10,0.5625841760364584,0.5625841760364584,0.5625841760364584,GN,2018,2018,1,1,-0.0028485938437499136,-1,0
2018-05-11,0.5596854314791666,0.5596854314791666,0.5596854314791666,GN,2018,2018,1,1,-0.002898744557291777,-1,0
2018-05-12,0.5550940926770833,0.5550940926770833,0.5550940926770833,GN,2018,2018,1,1,-0.004591338802083289,-1,0
2018-05-13,0.58471685640625,0.58471685640625,0.58471685640625,GN,2018,2018,1,1,0.029622763729166723,1,0
2018-05-14,0.5858196737708333,0.5858196737708333,0.5858196737708333,GN,2018,2018,1,1,0.0011028173645832862,1,0
2018-05-15,0.5824600349375,0.5824600349375,0.5824600349375,GN,2018,2018,1,1,-0.003359638833333345,-1,0
2018-05-16,0.5959903314427083,0.5959903314427083,0.5959903314427083,GN,2018,2018,1,1,0.013530296505208317,1,0
2018-05-17,0.5965433620520834,0.5965433620520834,0.5965433620520834,GN,2018,2018,1,1,5.530306093750603e-4,1,0
2018-05-18,0.6174228536770834,0.6174228536770834,0.6174228536770834,GN,2018,2018,1,1,0.020879491625000024,1,0
2018-05-19,0.631471115375,0.631471115375,0.631471115375,GN,2018,2018,1,1,0.01404826169791662,1,0
2018-05-20,0.6330592706770833,0.6330592706770833,0.6330592706770833,GN,2018,2018,1,1,0.0015881553020833383,1,0
2018-05-21,0.61438211846875,0.61438211846875,0.61438211846875,GN,2018,2018,1,1,-0.018677152208333325,-1,0
2018-05-22,0.603175896953125,0.603175896953125,0.603175896953125,GN,2018,2018,1,1,-0.011206221515625003,-1,0
2018-05-23,0.605461654734375,0.605461654734375,0.605461654734375,GN,2018,2018,1,1,0.002285757781249953,1,0
2018-05-24,0.5958052166145833,0.5958052166145833,0.5958052166145833,GN,2018,2018,1,1,-0.009656438119791666,-1,0
2018-05-25,0.5882560375677083,0.5882560375677083,0.5882560375677083,GN,2018,2018,1,1,-0.007549179046875021,-1,0
2018-05-26,0.582782819828125,0.582782819828125,0.582782819828125,GN,2018,2018,1,1,-0.005473217739583314,-1,0
2018-05-27,0.578690501859375,0.578690501859375,0.578690501859375,GN,2018,2018,1,1,-0.004092317968749981,-1,0
2018-05-28,0.5824275726979167,0.5824275726979167,0.5824275726979167,GN,2018,2018,1,1,0.0037370708385416895,1,0
2018-05-29,0.5840226590885417,0.5840226590885417,0.5840226590885417,GN,2018,2018,1,1,0.0015950863906250001,1,0
2018-05-30,0.5837145528489583,0.5837145528489583,0.5837145528489583,GN,2018,2018,1,1,-3.0810623958332783e-4,-1,0
2018-05-31,0.582709217546875,0.582709217546875,0.582709217546875,GN,2018,2018,1,1,-0.0010053353020833544,-1,0
2018-06-01,0.585140927796875,0.585140927796875,0.585140927796875,GN,2018,2018,1,1,0.0024317102499999965,1,0
2018-06-02,0.5848197683645833,0.5848197683645833,0.5848197683645833,GN,2018,2018,1,1,-3.2115943229171773e-4,-1,0
2018-06-03,0.589466523140625,0.589466523140625,0.589466523140625,GN,2018,2018,1,1,0.004646754776041706,1,0
2018-06-04,0.5921908259010417,0.5921908259010417,0.5921908259010417,GN,2018,2018,1,1,0.002724302760416686,1,0
2018-06-05,0.5886163009062501,0.5886163009062501,0.5886163009062501,GN,2018,2018,1,1,-0.003574524994791606,-1,0
2018-06-06,0.5841585936875,0.5841585936875,0.5841585936875,GN,2018,2018,1,1,-0.004457707218750051,-1,0
2018-06-07,0.579179633140625,0.579179633140625,0.579179633140625,GN,2018,2018,1,1,-0.0049789605468749665,-1,0
2018-06-08,0.5734602020625,0.5734602020625,0.5734602020625,GN,2018,2018,1,1,-0.0057194310781250035,-1,0
2018-06-09,0.573295144578125,0.573295144578125,0.573295144578125,GN,2018,2018,1,1,-1.6505748437500856e-4,-1,0
2018-06-10,0.5899641417135417,0.5899641417135417,0.5899641417135417,GN,2018,2018,1,1,0.016668997135416697,1,0
2018-06-11,0.59922198128125,0.59922198128125,0.59922198128125,GN,2018,2018,1,1,0.009257839567708315,1,0
2018-06-12,0.5958709247708334,0.5958709247708334,0.5958709247708334,GN,2018,2018,1,1,-0.0033510565104166723,-1,0
2018-06-13,0.59267379865625,0.59267379865625,0.59267379865625,GN,2018,2018,1,1,-0.0031971261145833374,-1,0
2018-06-14,0.587764042984375,0.587764042984375,0.587764042984375,GN,2018,2018,1,1,-0.004909755671875016,-1,0
2018-06-15,0.5805471211250001,0.5805471211250001,0.5805471211250001,GN,2018,2018,1,1,-0.007216921859374947,-1,0
2018-06-16,0.5747647206979166,0.5747647206979166,0.5747647206979166,GN,2018,2018,1,1,-0.005782400427083445,-1,0
2018-06-17,0.5687983331614583,0.5687983331614583,0.5687983331614583,GN,2018,2018,1,1,-0.005966387536458284,-1,0
2018-06-18,0.561666891109375,0.561666891109375,0.561666891109375,GN,2018,2018,1,1,-0.007131442052083381,-1,0
2018-06-19,0.5536831837395834,0.5536831837395834,0.5536831837395834,GN,2018,2018,1,1,-0.007983707369791593,-1,0
2018-06-20,0.5450500914947917,0.5450500914947917,0.5450500914947917,GN,2018,2018,1,1,-0.008633092244791696,-1,0
2018-06-21,0.5378134747708333,0.5378134747708333,0.5378134747708333,GN,2018,2018,1,1,-0.007236616723958367,-1,0
2018-06-22,0.5324128301979166,0.5324128301979166,0.5324128301979166,GN,2018,2018,1,1,-0.0054006445729166686,-1,0
2018-06-23,0.5390362369791667,0.5390362369791667,0.5390362369791667,GN,2018,2018,1,1,0.006623406781250063,1,0
2018-06-24,0.5368436553333333,0.5368436553333333,0.5368436553333333,GN,2018,2018,1,1,-0.002192581645833358,-1,0
2018-06-25,0.54717383078125,0.54717383078125,0.54717383078125,GN,2018,2018,1,1,0.0103301754479167,1,0
2018-06-26,0.5405839591614583,0.5405839591614583,0.5405839591614583,GN,2018,2018,1,1,-0.006589871619791743,-1,0
2018-06-27,0.530965365546875,0.530965365546875,0.530965365546875,GN,2018,2018,1,1,-0.009618593614583282,-1,0
2018-06-28,0.5225590625572917,0.5225590625572917,0.5225590625572917,GN,2018,2018,1,1,-0.008406302989583336,-1,0
2018-06-29,0.51006610590625,0.51006610590625,0.51006610590625,GN,2018,2018,1,1,-0.012492956651041665,-1,0
2018-06-30,0.49586986735416666,0.49586986735416666,0.49586986735416666,GN,2018,2018,1,1,-0.014196238552083351,-1,0
2018-07-01,0.4813020697604167,0.4813020697604167,0.4813020697604167,GN,2018,2018,1,1,-0.014567797593749987,-1,0
2018-07-02,0.4651238004947917,0.4651238004947917,0.4651238004947917,GN,2018,2018,1,1,-0.01617826926562499,-1,0
2018-07-03,0.44988344108333334,0.44988344108333334,0.44988344108333334,GN,2018,2018,1,1,-0.015240359411458348,-1,0
2018-07-04,0.433699723421875,0.433699723421875,0.433699723421875,GN,2018,2018,1,1,-0.01618371766145832,-1,0
2018-07-05,0.41735859705729167,0.41735859705729167,0.41735859705729167,GN,2018,2018,1,1,-0.016341126364583347,-1,0
2018-07-06,0.4017685448802083,0.4017685448802083,0.4017685448802083,GN,2018,2018,1,1,-0.015590052177083369,-1,0
2018-07-07,0.38500909564583335,0.38500909564583335,0.38500909564583335,GN,2018,2018,1,1,-0.016759449234374946,-1,0
2018-07-08,0.36608022338020835,0.36608022338020835,0.36608022338020835,GN,2018,2018,1,1,-0.018928872265625007,-1,0
2018-07-09,0.3472632226770833,0.3472632226770833,0.3472632226770833,GN,2018,2018,1,1,-0.01881700070312503,-1,0
2018-07-10,0.32879573534895834,0.32879573534895834,0.32879573534895834,GN,2018,2018,1,1,-0.018467487328124976,-1,0
2018-07-11,0.309427648296875,0.309427648296875,0.309427648296875,GN,2018,2018,1,1,-0.019368087052083316,-1,0
2018-07-12,0.28855913004166667,0.28855913004166667,0.28855913004166667,GN,2018,2018,1,1,-0.020868518255208357,-1,0
2018-07-13,0.26843446927604164,0.26843446927604164,0.26843446927604164,GN,2018,2018,1,1,-0.020124660765625024,-1,0
2018-07-14,0.24813186638541668,0.24813186638541668,0.24813186638541668,GN,2018,2018,1,1,-0.020302602890624966,-1,0
2018-07-15,0.228310848546875,0.228310848546875,0.228310848546875,GN,2018,2018,1,1,-0.019821017838541677,-1,0
2018-07-16,0.2118481770989583,0.2118481770989583,0.2118481770989583,GN,2018,2018,1,1,-0.016462671447916688,-1,0
2018-07-17,0.19445446097916663,0.19445446097916663,0.19445446097916663,GN,2018,2018,1,1,-0.01739371611979168,-1,0
2018-07-18,0.209252335703125,0.209252335703125,0.209252335703125,GN,2018,2018,1,1,0.014797874723958354,1,0
2018-07-19,0.18841645934895832,0.18841645934895832,0.18841645934895832,GN,2018,2018,1,1,-0.02083587635416667,-1,0
2018-07-20,0.16600777985416668,0.16600777985416668,0.16600777985416668,GN,2018,2018,1,1,-0.02240867949479164,-1,0
2018-07-21,0.1685722096510417,0.1685722096510417,0.1685722096510417,GN,2018,2018,1,1,0.0025644297968750174,1,1
2018-07-22,0.2897913059375,0.2897913059375,0.2897913059375,GN,2018,2018,1,1,0.12121909628645833,1,0
2018-07-23,0.29351927801041666,0.29351927801041666,0.29351927801041666,GN,2018,2018,1,1,0.003727972072916641,1,0
2018-07-24,0.32982936247916667,0.32982936247916667,0.32982936247916667,GN,2018,2018,1,1,0.036310084468750004,1,0
2018-07-25,0.38134824861979166,0.38134824861979166,0.38134824861979166,GN,2018,2018,1,1,0.051518886140625,1,0
2018-07-26,0.514057199734375,0.514057199734375,0.514057199734375,GN,2018,2018,1,1,0.13270895111458336,1,0
2018-07-27,0.5425468844375,0.5425468844375,0.5425468844375,GN,2018,2018,1,1,0.028489684703124962,1,0
2018-07-28,0.5474969268697917,0.5474969268697917,0.5474969268697917,GN,2018,2018,1,1,0.00495004243229169,1,0
2018-07-29,0.5449056550833333,0.5449056550833333,0.5449056550833333,GN,2018,2018,1,1,-0.002591271786458349,-1,0
2018-07-30,0.5420956747708333,0.5420956747708333,0.5420956747708333,GN,2018,2018,1,1,-0.0028099803125000156,-1,0
2018-07-31,0.542982170671875,0.542982170671875,0.542982170671875,GN,2018,2018,1,1,8.864959010417284e-4,1,0
2018-08-01,0.5535055309739583,0.5535055309739583,0.5535055309739583,GN,2018,2018,1,1,0.010523360302083229,1,0
2018-08-02,0.5513205065104166,0.5513205065104166,0.5513205065104166,GN,2018,2018,1,1,-0.0021850244635416294,-1,0
2018-08-03,0.5464849461614584,0.5464849461614584,0.5464849461614584,GN,2018,2018,1,1,-0.004835560348958268,-1,0
2018-08-04,0.5469877272864584,0.5469877272864584,0.5469877272864584,GN,2018,2018,1,1,5.02781125000018e-4,1,0
2018-08-05,0.5406320996770834,0.5406320996770834,0.5406320996770834,GN,2018,2018,1,1,-0.006355627609375025,-1,0
2018-08-06,0.5325645344635417,0.5325645344635417,0.5325645344635417,GN,2018,2018,1,1,-0.008067565213541683,-1,0
2018-08-07,0.5239748046666667,0.5239748046666667,0.5239748046666667,GN,2018,2018,1,1,-0.008589729796875,-1,0
2018-08-08,0.5164305758541666,0.5164305758541666,0.5164305758541666,GN,2018,2018,1,1,-0.007544228812500053,-1,0
2018-08-09,0.5067898783385417,0.5067898783385417,0.5067898783385417,GN,2018,2018,1,1,-0.009640697515624908,-1,0
2018-08-10,0.49370825046354166,0.49370825046354166,0.49370825046354166,GN,2018,2018,1,1,-0.013081627875000057,-1,0
2018-08-11,0.4806497372708333,0.4806497372708333,0.4806497372708333,GN,2018,2018,1,1,-0.013058513192708343,-1,0
2018-08-12,0.5082485871145833,0.5082485871145833,0.5082485871145833,GN,2018,2018,1,1,0.027598849843749995,1,0
2018-08-13,0.50830834909375,0.50830834909375,0.50830834909375,GN,2018,2018,1,1,5.976197916668369e-5,1,0
2018-08-14,0.5124162501822916,0.5124162501822916,0.5124162501822916,GN,2018,2018,1,1,0.004107901088541643,1,0
2018-08-15,0.5030511268385417,0.5030511268385417,0.5030511268385417,GN,2018,2018,1,1,-0.009365123343749948,-1,0
2018-08-16,0.4902243937239583,0.4902243937239583,0.4902243937239583,GN,2018,2018,1,1,-0.012826733114583377,-1,0
2018-08-17,0.47868950315625,0.47868950315625,0.47868950315625,GN,2018,2018,1,1,-0.011534890567708345,-1,0
2018-08-18,0.46654966634375,0.46654966634375,0.46654966634375,GN,2018,2018,1,1,-0.012139836812499971,-1,0
2018-08-19,0.453064453078125,0.453064453078125,0.453064453078125,GN,2018,2018,1,1,-0.013485213265625018,-1,0
2018-08-20,0.44051082640104167,0.44051082640104167,0.44051082640104167,GN,2018,2018,1,1,-0.012553626677083318,-1,0
2018-08-21,0.43078158791666665,0.43078158791666665,0.43078158791666665,GN,2018,2018,1,1,-0.009729238484375013,-1,0
2018-08-22,0.426929639625,0.426929639625,0.426929639625,GN,2018,2018,1,1,-0.0038519482916666292,-1,0
2018-08-23,0.41231248960416667,0.41231248960416667,0.41231248960416667,GN,2018,2018,1,1,-0.014617150020833358,-1,0
2018-08-24,0.39516530153645835,0.39516530153645835,0.39516530153645835,GN,2018,2018,1,1,-0.01714718806770832,-1,0
2018-08-25,0.3793531466354167,0.3793531466354167,0.3793531466354167,GN,2018,2018,1,1,-0.015812154901041653,-1,0
2018-08-26,0.365172930453125,0.365172930453125,0.365172930453125,GN,2018,2018,1,1,-0.014180216182291705,-1,0
2018-08-27,0.34944622963541666,0.34944622963541666,0.34944622963541666,GN,2018,2018,1,1,-0.015726700817708328,-1,0
2018-08-28,0.3346155483541667,0.3346155483541667,0.3346155483541667,GN,2018,2018,1,1,-0.01483068128124998,-1,0
2018-08-29,0.318444074578125,0.318444074578125,0.318444074578125,GN,2018,2018,1,1,-0.016171473776041667,-1,0
2018-08-30,0.30225669196354166,0.30225669196354166,0.30225669196354166,GN,2018,2018,1,1,-0.016187382614583357,-1,0
2018-08-31,0.28639906194791664,0.28639906194791664,0.28639906194791664,GN,2018,2018,1,1,-0.015857630015625013,-1,0
2018-09-01,0.274513456953125,0.274513456953125,0.274513456953125,GN,2018,2018,1,1,-0.011885604994791632,-1,0
2018-09-02,0.26007242209375,0.26007242209375,0.26007242209375,GN,2018,2018,1,1,-0.014441034859375035,-1,0
2018-09-03,0.24428256155729167,0.24428256155729167,0.24428256155729167,GN,2018,2018,1,1,-0.01578986053645831,-1,0
2018-09-04,0.22619205584375,0.22619205584375,0.22619205584375,GN,2018,2018,1,1,-0.018090505713541677,-1,0
2018-09-05,0.19863065516666667,0.19863065516666667,0.19863065516666667,GN,2018,2018,1,1,-0.02756140067708332,-1,0
2018-09-06,0.178721839625,0.178721839625,0.178721839625,GN,2018,2018,1,1,-0.01990881554166668,-1,0
2018-09-07,0.16187302580729163,0.16187302580729163,0.16187302580729163,GN,2018,2018,1,1,-0.016848813817708364,-1,0
2018-09-08,0.1533708810625,0.1533708810625,0.1533708810625,GN,2018,2018,1,1,-0.008502144744791634,-1,0
2018-09-09,0.19378880446875,0.19378880446875,0.19378880446875,GN,2018,2018,1,1,0.04041792340625,1,0
2018-09-10,0.2720016566875,0.2720016566875,0.2720016566875,GN,2018,2018,1,1,0.07821285221874999,1,0
2018-09-11,0.29204439654166664,0.29204439654166664,0.29204439654166664,GN,2018,2018,1,1,0.020042739854166658,1,0
2018-09-12,0.3726416896875,0.3726416896875,0.3726416896875,GN,2018,2018,1,1,0.08059729314583336,1,0
2018-09-13,0.389252718765625,0.389252718765625,0.389252718765625,GN,2018,2018,1,1,0.016611029078125006,1,0
2018-09-14,0.3999606300208333,0.3999606300208333,0.3999606300208333,GN,2018,2018,1,1,0.010707911255208313,1,0
2018-09-15,0.4074962653125,0.4074962653125,0.4074962653125,GN,2018,2018,1,1,0.007535635291666676,1,0
2018-09-16,0.40935347040625,0.40935347040625,0.40935347040625,GN,2018,2018,1,1,0.0018572050937499807,1,0
2018-09-17,0.4111439237864583,0.4111439237864583,0.4111439237864583,GN,2018,2018,1,1,0.0017904533802083344,1,0
2018-09-18,0.416039938078125,0.416039938078125,0.416039938078125,GN,2018,2018,1,1,0.004896014291666695,1,0
2018-09-19,0.418099078640625,0.418099078640625,0.418099078640625,GN,2018,2018,1,1,0.002059140562500006,1,0
2018-09-20,0.4129063306197917,0.4129063306197917,0.4129063306197917,GN,2018,2018,1,1,-0.005192748020833304,-1,0
2018-09-21,0.410300746203125,0.410300746203125,0.410300746203125,GN,2018,2018,1,1,-0.0026055844166666953,-1,0
2018-09-22,0.40795938570833334,0.40795938570833334,0.40795938570833334,GN,2018,2018,1,1,-0.0023413604947916666,-1,0
2018-09-23,0.407950484765625,0.407950484765625,0.407950484765625,GN,2018,2018,1,1,-8.900942708334192e-6,-1,0
2018-09-24,0.47737940454166666,0.47737940454166666,0.47737940454166666,GN,2018,2018,1,1,0.06942891977604165,1,0
2018-09-25,0.5185803077552084,0.5185803077552084,0.5185803077552084,GN,2018,2018,1,1,0.041200903213541695,1,0
2018-09-26,0.5340514439947917,0.5340514439947917,0.5340514439947917,GN,2018,2018,1,1,0.015471136239583294,1,0
2018-09-27,0.5437453385364583,0.5437453385364583,0.5437453385364583,GN,2018,2018,1,1,0.009693894541666692,1,0
2018-09-28,0.5595681593645834,0.5595681593645834,0.5595681593645834,GN,2018,2018,1,1,0.015822820828125028,1,0
2018-09-29,0.5608765736354167,0.5608765736354167,0.5608765736354167,GN,2018,2018,1,1,0.0013084142708332802,1,0
2018-09-30,0.5581813829635417,0.5581813829635417,0.5581813829635417,GN,2018,2018,1,1,-0.0026951906718749585,-1,0
2018-10-01,0.5566992773020834,0.5566992773020834,0.5566992773020834,GN,2018,2019,1,1,-0.0014821056614583439,-1,0
2018-10-02,0.55595983934375,0.55595983934375,0.55595983934375,GN,2018,2019,1,1,-7.39437958333311e-4,-1,0
2018-10-03,0.55294042839583335,0.55294042839583335,0.55294042839583335,GN,2018,2019,1,1,-0.0030194109479166897,-1,0
2018-10-04,0.550806327359375,0.550806327359375,0.550806327359375,GN,2018,2019,1,1,-0.0021341010364583912,-1,0
2018-10-05,0.54574642340625,0.54574642340625,0.54574642340625,GN,2018,2019,1,1,-0.0050599039531249446,-1,0
2018-10-06,0.5414788727760417,0.5414788727760417,0.5414788727760417,GN,2018,2019,1,1,-0.004267550630208339,-1,0
2018-10-07,0.5389515700260417,0.5389515700260417,0.5389515700260417,GN,2018,2019,1,1,-0.0025273027500000156,-1,0
2018-10-08,0.5331256790104166,0.5331256790104166,0.5331256790104166,GN,2018,2019,1,1,-0.005825891015625029,-1,0
2018-10-09,0.5298374636354166,0.5298374636354166,0.5298374636354166,GN,2018,2019,1,1,-0.0032882153750000143,-1,0
2018-10-10,0.5294519840208334,0.5294519840208334,0.5294519840208334,GN,2018,2019,1,1,-3.8547961458323954e-4,-1,0
2018-10-11,0.5280058813072916,0.5280058813072916,0.5280058813072916,GN,2018,2019,1,1,-0.0014461027135417304,-1,0
2018-10-12,0.58605646622395835,0.58605646622395835,0.58605646622395835,GN,2018,2019,1,1,0.0580505849166667,1,0
2018-10-13,0.5691185586822917,0.5691185586822917,0.5691185586822917,GN,2018,2019,1,1,-0.016937907541666686,-1,0
2018-10-14,0.5645202631354167,0.5645202631354167,0.5645202631354167,GN,2018,2019,1,1,-0.004598295546874964,-1,0
2018-10-15,0.5671076283020833,0.5671076283020833,0.5671076283020833,GN,2018,2019,1,1,0.0025873651666665776,1,0
2018-10-16,0.5664445310416667,0.5664445310416667,0.5664445310416667,GN,2018,2019,1,1,-6.630972604165786e-4,-1,0
2018-10-17,0.5657000842552083,0.5657000842552083,0.5657000842552083,GN,2018,2019,1,1,-7.444467864583526e-4,-1,0
2018-10-18,0.560693684984375,0.560693684984375,0.560693684984375,GN,2018,2019,1,1,-0.0050063992708333505,-1,0
2018-10-19,0.5608486551458334,0.5608486551458334,0.5608486551458334,GN,2018,2019,1,1,1.5497016145837872e-4,1,0
2018-10-20,0.566822255828125,0.566822255828125,0.566822255828125,GN,2018,2019,1,1,0.00597360068229158,1,0
2018-10-21,0.5627067206302083,0.5627067206302083,0.5627067206302083,GN,2018,2019,1,1,-0.004115535197916631,-1,0
2018-10-22,0.5578803544114583,0.5578803544114583,0.5578803544114583,GN,2018,2019,1,1,-0.004826366218749989,-1,0
2018-10-23,0.5599083982864583,0.5599083982864583,0.5599083982864583,GN,2018,2019,1,1,0.0020280438749999963,1,0
2018-10-24,0.5573506872447916,0.5573506872447916,0.5573506872447916,GN,2018,2019,1,1,-0.002557711041666688,-1,0
2018-10-25,0.555653413640625,0.555653413640625,0.555653413640625,GN,2018,2019,1,1,-0.0016972736041666048,-1,0
2018-10-26,0.5558783284947917,0.5558783284947917,0.5558783284947917,GN,2018,2019,1,1,2.249148541666468e-4,1,0
2018-10-27,0.5824927535625,0.5824927535625,0.5824927535625,GN,2018,2019,1,1,0.02661442506770828,1,0
2018-10-28,0.5785201534895833,0.5785201534895833,0.5785201534895833,GN,2018,2019,1,1,-0.0039726000729166655,-1,0
2018-10-29,0.5734934662760417,0.5734934662760417,0.5734934662760417,GN,2018,2019,1,1,-0.005026687213541603,-1,0
2018-10-30,0.5694569119739583,0.5694569119739583,0.5694569119739583,GN,2018,2019,1,1,-0.004036554302083384,-1,0
2018-10-31,0.5689949632395833,0.5689949632395833,0.5689949632395833,GN,2018,2019,1,1,-4.6194873437499506e-4,-1,0
2018-11-01,0.5698178235260417,0.5698178235260417,0.5698178235260417,GN,2018,2019,1,1,8.228602864583934e-4,1,0
2018-11-02,0.5710473228489583,0.5710473228489583,0.5710473228489583,GN,2018,2019,1,1,0.0012294993229166051,1,0
2018-11-03,0.5784625884166666,0.5784625884166666,0.5784625884166666,GN,2018,2019,1,1,0.007415265567708329,1,0
2018-11-04,0.573981136671875,0.573981136671875,0.573981136671875,GN,2018,2019,1,1,-0.0044814517447916424,-1,0
2018-11-05,0.5869482236718749,0.5869482236718749,0.5869482236718749,GN,2018,2019,1,1,0.012967086999999933,1,0
2018-11-06,0.6084580168958333,0.6084580168958333,0.6084580168958333,GN,2018,2019,1,1,0.021509793223958407,1,0
2018-11-07,0.60252783003125,0.60252783003125,0.60252783003125,GN,2018,2019,1,1,-0.005930186864583353,-1,0
2018-11-08,0.5950805377916667,0.5950805377916667,0.5950805377916667,GN,2018,2019,1,1,-0.007447292239583292,-1,0
2018-11-09,0.5929522472916666,0.5929522472916666,0.5929522472916666,GN,2018,2019,1,1,-0.002128290500000074,-1,0
2018-11-10,0.597372483421875,0.597372483421875,0.597372483421875,GN,2018,2019,1,1,0.004420236130208366,1,0
2018-11-11,0.58899036425,0.58899036425,0.58899036425,GN,2018,2019,1,1,-0.008382119171875035,-1,0
2018-11-12,0.5859449023489584,0.5859449023489584,0.5859449023489584,GN,2018,2019,1,1,-0.0030454619010416017,-1,0
2018-11-13,0.6058416971302083,0.6058416971302083,0.6058416971302083,GN,2018,2019,1,1,0.01989679478124995,1,0
2018-11-14,0.598699600359375,0.598699600359375,0.598699600359375,GN,2018,2019,1,1,-0.007142096770833328,-1,0
2018-11-15,0.5963572404010417,0.5963572404010417,0.5963572404010417,GN,2018,2019,1,1,-0.0023423599583333177,-1,0
2018-11-16,0.6231427241302083,0.6231427241302083,0.6231427241302083,GN,2018,2019,1,1,0.02678548372916667,1,0
2018-11-17,0.60493846109375,0.60493846109375,0.60493846109375,GN,2018,2019,1,1,-0.01820426303645828,-1,0
2018-11-18,0.5971163623177084,0.5971163623177084,0.5971163623177084,GN,2018,2019,1,1,-0.007822098776041675,-1,0
2018-11-19,0.59441420765625,0.59441420765625,0.59441420765625,GN,2018,2019,1,1,-0.0027021546614584002,-1,0
2018-11-20,0.591841887390625,0.591841887390625,0.591841887390625,GN,2018,2019,1,1,-0.0025723202656249278,-1,0
2018-11-21,0.5872730810625,0.5872730810625,0.5872730810625,GN,2018,2019,1,1,-0.0045688063281250635,-1,0
2018-11-22,0.58339012403125,0.58339012403125,0.58339012403125,GN,2018,2019,1,1,-0.0038829570312499673,-1,0
2018-11-23,0.5820247962864583,0.5820247962864583,0.5820247962864583,GN,2018,2019,1,1,-0.0013653277447917,-1,0
2018-11-24,0.5875522729010416,0.5875522729010416,0.5875522729010416,GN,2018,2019,1,1,0.005527476614583304,1,0
2018-11-25,0.6251807528125,0.6251807528125,0.6251807528125,GN,2018,2019,1,1,0.037628479911458346,1,0
2018-11-26,0.6110051170885417,0.6110051170885417,0.6110051170885417,GN,2018,2019,1,1,-0.014175635723958302,-1,0
2018-11-27,0.609688720796875,0.609688720796875,0.609688720796875,GN,2018,2019,1,1,-0.0013163962916666883,-1,0
2018-11-28,0.5995898090885416,0.5995898090885416,0.5995898090885416,GN,2018,2019,1,1,-0.010098911708333325,-1,0
2018-11-29,0.5925022895520833,0.5925022895520833,0.5925022895520833,GN,2018,2019,1,1,-0.007087519536458364,-1,0
2018-11-30,0.589856242703125,0.589856242703125,0.589856242703125,GN,2018,2019,1,1,-0.0026460468489583056,-1,0
2018-12-01,0.5879822864947917,0.5879822864947917,0.5879822864947917,GN,2018,2019,1,1,-0.001873956208333305,-1,0
2018-12-02,0.5887580940588235,0.5887580940588235,0.5887580940588235,GN,2018,2019,1,1,7.758075640318385e-4,1,0
2018-12-03,NA,NA,0.5911482444118099,GN,2018,2019,NA,1,0.0023901503529863977,1,0
2018-12-04,NA,NA,0.5872739946063613,GN,2018,2019,NA,1,-0.003874249805448593,-1,0
2018-12-05,NA,NA,0.5869365759434385,GN,2018,2019,NA,1,-3.37418662922806e-4,-1,0
2018-12-06,NA,NA,0.5861700681014198,GN,2018,2019,NA,1,-7.665078420187044e-4,-1,0
2018-12-07,NA,NA,0.58540664522133945,GN,2018,2019,NA,1,-7.634228800803555e-4,-1,0
2018-12-08,NA,NA,0.5845263531359525,GN,2018,2019,NA,1,-8.8029208538698e-4,-1,0
2018-12-09,NA,NA,0.5852497550481053,GN,2018,2019,NA,1,7.234019121528101e-4,1,0
2018-12-10,NA,NA,0.585152280077774,GN,2018,2019,NA,1,-9.747497033130159e-5,-1,0
2018-12-11,NA,NA,0.5838300075671515,GN,2018,2019,NA,1,-0.0013222725106224464,-1,0
2018-12-12,NA,NA,0.5826566287666383,GN,2018,2019,NA,1,-0.0011733788005132695,-1,0
2018-12-13,NA,NA,0.5815531878521859,GN,2018,2019,NA,1,-0.0011034409144523583,-1,0
2018-12-14,NA,NA,0.5814743489995107,GN,2018,2019,NA,1,-7.883885267523372e-5,-1,0
2018-12-15,NA,NA,0.5967136316937136,GN,2018,2019,NA,1,0.015239282694202938,1,0
2018-12-16,NA,NA,0.618063399204525,GN,2018,2019,NA,1,0.021349767510811413,1,0
2018-12-17,NA,NA,0.6068138028514579,GN,2018,2019,NA,1,-0.011249596353067104,-1,0
2018-12-18,NA,NA,0.5974534539570261,GN,2018,2019,NA,1,-0.009360348894431825,-1,0
2018-12-19,NA,NA,0.5934011059117982,GN,2018,2019,NA,1,-0.004052348045227916,-1,0
2018-12-20,NA,NA,0.5919266415188053,GN,2018,2019,NA,1,-0.0014744643929929246,-1,0
2018-12-21,NA,NA,0.6129461009129085,GN,2018,2019,NA,1,0.021019459394103213,1,0
2018-12-22,NA,NA,0.602679797141445,GN,2018,2019,NA,1,-0.010266303771463425,-1,0
2018-12-23,NA,NA,0.5950485822631477,GN,2018,2019,NA,1,-0.007631214878297321,-1,0
