date,water_depth,water_level,water_level_gf,wetland,year,wateryear,inund,inund_gf,delta_1d,dir_1d,well_dry
2019-01-05,0.7514185416250001,0.7514185416250001,0.7514185416250001,QB,2019,2019,1,1,-0.0012852720833333997,-1,0
2019-01-06,0.7480109772916667,0.7480109772916667,0.7480109772916667,QB,2019,2019,1,1,-0.003407564333333446,-1,0
2019-01-07,0.7454935435416665,0.7454935435416665,0.7454935435416665,QB,2019,2019,1,1,-0.002517433750000131,-1,0
2019-01-08,0.7432278531666663,0.7432278531666663,0.7432278531666663,QB,2019,2019,1,1,-0.00226569037500024,-1,0
2019-01-09,0.7417046464166664,0.7417046464166664,0.7417046464166664,QB,2019,2019,1,1,-0.0015232067499998392,-1,0
2019-01-10,0.7381441240833332,0.7381441240833332,0.7381441240833332,QB,2019,2019,1,1,-0.0035605223333332603,-1,0
2019-01-11,0.7346335255416664,0.7346335255416664,0.7346335255416664,QB,2019,2019,1,1,-0.0035105985416667984,-1,0
2019-01-12,0.7317135148333337,0.7317135148333337,0.7317135148333337,QB,2019,2019,1,1,-0.0029200107083326987,-1,0
2019-01-13,0.733734897291667,0.733734897291667,0.733734897291667,QB,2019,2019,1,1,0.0020213824583332762,1,0
2019-01-14,0.7350010496249997,0.7350010496249997,0.7350010496249997,QB,2019,2019,1,1,0.0012661523333327152,1,0
2019-01-15,0.7327353592499997,0.7327353592499997,0.7327353592499997,QB,2019,2019,1,1,-0.002265690375000018,-1,0
2019-01-16,0.7297845444999996,0.7297845444999996,0.7297845444999996,QB,2019,2019,1,1,-0.0029508147500000304,-1,0
2019-01-17,0.7288806052083331,0.7288806052083331,0.7288806052083331,QB,2019,2019,1,1,-9.039392916665445e-4,-1,0
2019-01-18,0.7297006300416663,0.7297006300416663,0.7297006300416663,QB,2019,2019,1,1,8.200248333332105e-4,1,0
2019-01-19,0.7307936424166663,0.7307936424166663,0.7307936424166662,QB,2019,2019,1,1,0.0010930123749999243,1,0
2019-01-20,0.7418278625833334,0.7418278625833334,0.7418278625833334,QB,2019,2019,1,1,0.011034220166667219,1,0
2019-01-21,0.7446512123333329,0.7446512123333329,0.7446512123333329,QB,2019,2019,1,1,0.0028233497499994265,1,0
2019-01-22,0.7409504784999998,0.7409504784999998,0.7409504784999998,QB,2019,2019,1,1,-0.0037007338333330253,-1,0
2019-01-23,0.7385297057083333,0.7385297057083333,0.7385297057083333,QB,2019,2019,1,1,-0.0024207727916665256,-1,0
2019-01-24,0.7474267627083333,0.7474267627083333,0.7474267627083333,QB,2019,2019,1,1,0.008897056999999986,1,0
2019-01-25,0.7632016186666666,0.7632016186666666,0.7632016186666666,QB,2019,2019,1,1,0.015774855958333278,1,0
2019-01-26,0.7580233530416666,0.7580233530416666,0.7580233530416666,QB,2019,2019,1,1,-0.005178265625000011,-1,0
2019-01-27,0.7525752865,0.7525752865,0.7525752865,QB,2019,2019,1,1,-0.005448066541666519,-1,0
2019-01-28,0.74786545475,0.74786545475,0.74786545475,QB,2019,2019,1,1,-0.00470983175000006,-1,0
2019-01-29,0.7456486259583334,0.7456486259583334,0.7456486259583334,QB,2019,2019,1,1,-0.002216828791666625,-1,0
2019-01-30,0.7501109631666668,0.7501109631666668,0.7501109631666668,QB,2019,2019,1,1,0.0044623372083334445,1,0
2019-01-31,0.744929510916667,0.744929510916667,0.744929510916667,QB,2019,2019,1,1,-0.005181452249999774,-1,0
2019-02-01,0.7413381845416664,0.7413381845416664,0.7413381845416664,QB,2019,2019,1,1,-0.003591326375000592,-1,0
2019-02-02,0.7388228752083331,0.7388228752083331,0.7388228752083331,QB,2019,2019,1,1,-0.0025153093333333265,-1,0
2019-02-03,0.7370436762500001,0.7370436762500001,0.7370436762500001,QB,2019,2019,1,1,-0.001779198958333006,-1,0
2019-02-04,0.736908775791667,0.736908775791667,0.736908775791667,QB,2019,2019,1,1,-1.3490045833308706e-4,-1,0
2019-02-05,0.7367590044166671,0.7367590044166671,0.7367590044166671,QB,2019,2019,1,1,-1.4977137499994075e-4,-1,0
2019-02-06,0.7346876981666668,0.7346876981666668,0.7346876981666668,QB,2019,2019,1,1,-0.0020713062500002932,-1,0
2019-02-07,0.7330370264166662,0.7330370264166662,0.7330370264166662,QB,2019,2019,1,1,-0.001650671750000554,-1,0
2019-02-08,0.7300777140000004,0.7300777140000004,0.7300777140000004,QB,2019,2019,1,1,-0.0029593124166658047,-1,0
2019-02-09,0.7265851730000003,0.7265851730000003,0.7265851730000003,QB,2019,2019,1,1,-0.003492541000000182,-1,0
2019-02-10,0.7237373924583335,0.7237373924583335,0.7237373924583335,QB,2019,2019,1,1,-0.002847780541666789,-1,0
2019-02-11,0.7297048788749998,0.7297048788749998,0.7297048788749998,QB,2019,2019,1,1,0.005967486416666334,1,0
2019-02-12,0.7519114062916664,0.7519114062916664,0.7519114062916664,QB,2019,2019,1,1,0.02220652741666662,1,0
2019-02-13,0.7762986474166664,0.7762986474166664,0.7762986474166664,QB,2019,2019,1,1,0.024387241125000014,1,0
2019-02-14,0.7719404066250002,0.7719404066250002,0.7719404066250002,QB,2019,2019,1,1,-0.004358240791666246,-1,0
2019-02-15,0.7642245252916664,0.7642245252916664,0.7642245252916664,QB,2019,2019,1,1,-0.007715881333333785,-1,0
2019-02-16,0.7569792022499997,0.7569792022499997,0.7569792022499997,QB,2019,2019,1,1,-0.007245323041666696,-1,0
2019-02-17,0.7519900097083331,0.7519900097083331,0.7519900097083331,QB,2019,2019,1,1,-0.004989192541666632,-1,0
2019-02-18,0.7637773355833332,0.7637773355833332,0.7637773355833332,QB,2019,2019,1,1,0.011787325875000088,1,0
2019-02-19,0.7643211862499997,0.7643211862499997,0.7643211862499997,QB,2019,2019,1,1,5.438506666665122e-4,1,0
2019-02-20,0.7603102875833331,0.7603102875833331,0.7603102875833331,QB,2019,2019,1,1,-0.004010898666666596,-1,0
2019-02-21,0.76512421575,0.76512421575,0.76512421575,QB,2019,2019,1,1,0.004813928166666925,1,0
2019-02-22,0.7610697665416669,0.7610697665416669,0.7610697665416669,QB,2019,2019,1,1,-0.0040544492083330885,-1,0
2019-02-23,0.7560784495833334,0.7560784495833334,0.7560784495833334,QB,2019,2019,1,1,-0.004991316958333547,-1,0
2019-02-24,0.7722813754999999,0.7722813754999999,0.7722813754999999,QB,2019,2019,1,1,0.0162029259166665,1,0
2019-02-25,0.7789669147499998,0.7789669147499998,0.7789669147499998,QB,2019,2019,1,1,0.006685539249999928,1,0
2019-02-26,0.7704989899166668,0.7704989899166668,0.7704989899166668,QB,2019,2019,1,1,-0.00846792483333303,-1,0
2019-02-27,0.76369660775,0.76369660775,0.76369660775,QB,2019,2019,1,1,-0.006802382166666732,-1,0
2019-02-28,0.7593797930833334,0.7593797930833334,0.7593797930833334,QB,2019,2019,1,1,-0.0043168146666666685,-1,0
2019-03-01,0.7579468740416667,0.7579468740416667,0.7579468740416667,QB,2019,2019,1,1,-0.001432919041666647,-1,0
2019-03-02,0.7735379679583335,0.7735379679583335,0.7735379679583335,QB,2019,2019,1,1,0.015591093916666798,1,0
2019-03-03,0.7729102028333337,0.7729102028333337,0.7729102028333337,QB,2019,2019,1,1,-6.277651249998462e-4,-1,0
2019-03-04,0.794914910666667,0.794914910666667,0.794914910666667,QB,2019,2019,1,1,0.022004707833333303,1,0
2019-03-05,0.7860985814999996,0.7860985814999996,0.7860985814999996,QB,2019,2019,1,1,-0.008816329166667414,-1,0
2019-03-06,0.7751408403333329,0.7751408403333329,0.7751408403333329,QB,2019,2019,1,1,-0.010957741166666701,-1,0
2019-03-07,0.7677287505833335,0.7677287505833335,0.7677287505833335,QB,2019,2019,1,1,-0.0074120897499994065,-1,0
2019-03-08,0.7628170992500002,0.7628170992500002,0.7628170992500002,QB,2019,2019,1,1,-0.004911651333333267,-1,0
2019-03-09,0.7613799313750004,0.7613799313750004,0.7613799313750004,QB,2019,2019,1,1,-0.0014371678749998118,-1,0
2019-03-10,0.7717385870416666,0.7717385870416666,0.7717385870416666,QB,2019,2019,1,1,0.010358655666666272,1,0
2019-03-11,0.7742326522083333,0.7742326522083333,0.7742326522083333,QB,2019,2019,1,1,0.0024940651666666147,1,0
2019-03-12,0.7673845950833329,0.7673845950833329,0.7673845950833329,QB,2019,2019,1,1,-0.006848057125000362,-1,0
2019-03-13,0.7618334943333331,0.7618334943333331,0.7618334943333331,QB,2019,2019,1,1,-0.00555110074999976,-1,0
2019-03-14,0.757186332875,0.757186332875,0.757186332875,QB,2019,2019,1,1,-0.0046471614583331045,-1,0
2019-03-15,0.7517064000833331,0.7517064000833331,0.7517064000833331,QB,2019,2019,1,1,-0.005479932791666919,-1,0
2019-03-16,0.7464282868750002,0.7464282868750002,0.7464282868750002,QB,2019,2019,1,1,-0.005278113208332935,-1,0
2019-03-17,0.7427817256666669,0.7427817256666669,0.7427817256666669,QB,2019,2019,1,1,-0.0036465612083332877,-1,0
2019-03-18,0.7393337974166668,0.7393337974166668,0.7393337974166668,QB,2019,2019,1,1,-0.003447928250000065,-1,0
2019-03-19,0.737029867541667,0.737029867541667,0.737029867541667,QB,2019,2019,1,1,-0.0023039298749998327,-1,0
2019-03-20,0.7336488584166672,0.7336488584166672,0.7336488584166672,QB,2019,2019,1,1,-0.003381009124999834,-1,0
2019-03-21,0.7485590767916668,0.7485590767916668,0.7485590767916668,QB,2019,2019,1,1,0.014910218374999618,1,0
2019-03-22,0.7913947522499998,0.7913947522499998,0.7913947522499998,QB,2019,2019,1,1,0.042835675458333,1,0
2019-03-23,0.7826304712916667,0.7826304712916667,0.7826304712916667,QB,2019,2019,1,1,-0.008764280958333037,-1,0
2019-03-24,0.7713052060416671,0.7713052060416671,0.7713052060416671,QB,2019,2019,1,1,-0.011325265249999661,-1,0
2019-03-25,0.7625993465416671,0.7625993465416671,0.7625993465416671,QB,2019,2019,1,1,-0.008705859500000024,-1,0
2019-03-26,0.7564672178333336,0.7564672178333336,0.7564672178333336,QB,2019,2019,1,1,-0.006132128708333462,-1,0
2019-03-27,0.7498517843333333,0.7498517843333333,0.7498517843333333,QB,2019,2019,1,1,-0.006615433500000267,-1,0
2019-03-28,0.7469254003750001,0.7469254003750001,0.7469254003750001,QB,2019,2019,1,1,-0.002926383958333223,-1,0
2019-03-29,0.7424407567916668,0.7424407567916668,0.7424407567916668,QB,2019,2019,1,1,-0.0044846435833333365,-1,0
2019-03-30,0.7388876699166665,0.7388876699166665,0.7388876699166665,QB,2019,2019,1,1,-0.003553086875000222,-1,0
2019-03-31,0.7341438474999996,0.7341438474999996,0.7341438474999996,QB,2019,2019,1,1,-0.004743822416666932,-1,0
2019-04-01,0.7310071462916662,0.7310071462916662,0.7310071462916662,QB,2019,2019,1,1,-0.0031367012083334256,-1,0
2019-04-02,0.7271800096666662,0.7271800096666662,0.7271800096666662,QB,2019,2019,1,1,-0.003827136625000005,-1,0
2019-04-03,0.7253423892499997,0.7253423892499997,0.7253423892499997,QB,2019,2019,1,1,-0.0018376204166664634,-1,0
2019-04-04,0.7220325480833328,0.7220325480833328,0.7220325480833328,QB,2019,2019,1,1,-0.0033098411666668826,-1,0
2019-04-05,0.7181777940416663,0.7181777940416663,0.7181777940416663,QB,2019,2019,1,1,-0.003854754041666575,-1,0
2019-04-06,0.7167650569583329,0.7167650569583329,0.7167650569583329,QB,2019,2019,1,1,-0.0014127370833333375,-1,0
2019-04-07,0.7137961846666662,0.7137961846666662,0.7137961846666662,QB,2019,2019,1,1,-0.0029688722916667576,-1,0
2019-04-08,0.7093997043749997,0.7093997043749997,0.7093997043749997,QB,2019,2019,1,1,-0.004396480291666505,-1,0
2019-04-09,0.7082440217083332,0.7082440217083332,0.7082440217083332,QB,2019,2019,1,1,-0.0011556826666664355,-1,0
2019-04-10,0.7037593781249994,0.7037593781249994,0.7037593781249994,QB,2019,2019,1,1,-0.0044846435833337805,-1,0
2019-04-11,0.6997155509999996,0.6997155509999996,0.6997155509999996,QB,2019,2019,1,1,-0.004043827124999844,-1,0
2019-04-12,0.696373843583333,0.696373843583333,0.696373843583333,QB,2019,2019,1,1,-0.003341707416666617,-1,0
2019-04-13,0.7042278119999996,0.7042278119999996,0.7042278119999996,QB,2019,2019,1,1,0.007853968416666635,1,0
2019-04-14,0.7099159376249999,0.7099159376249999,0.7099159376249999,QB,2019,2019,1,1,0.005688125625000318,1,0
2019-04-15,0.7282847063333335,0.7282847063333335,0.7282847063333335,QB,2019,2019,1,1,0.018368768708333594,1,0
2019-04-16,0.7395079995833337,0.7395079995833337,0.7395079995833337,QB,2019,2019,1,1,0.011223293250000155,1,0
2019-04-17,0.7349256328333337,0.7349256328333337,0.7349256328333337,QB,2019,2019,1,1,-0.004582366750000011,-1,0
2019-04-18,0.729745242791667,0.729745242791667,0.729745242791667,QB,2019,2019,1,1,-0.005180390041666705,-1,0
2019-04-19,0.7240645526250001,0.7240645526250001,0.7240645526250001,QB,2019,2019,1,1,-0.005680690166666835,-1,0
2019-04-20,0.7411289294999999,0.7411289294999999,0.7411289294999999,QB,2019,2019,1,1,0.01706437687499973,1,0
2019-04-21,0.7429782342083336,0.7429782342083336,0.7429782342083336,QB,2019,2019,1,1,0.0018493047083337766,1,0
2019-04-22,0.7376215175833336,0.7376215175833336,0.7376215175833336,QB,2019,2019,1,1,-0.005356716625000035,-1,0
2019-04-23,0.7315010731666669,0.7315010731666669,0.7315010731666669,QB,2019,2019,1,1,-0.006120444416666704,-1,0
2019-04-24,0.7240634904166664,0.7240634904166664,0.7240634904166664,QB,2019,2019,1,1,-0.007437582750000504,-1,0
2019-04-25,0.7178336385416663,0.7178336385416663,0.7178336385416663,QB,2019,2019,1,1,-0.006229851875000136,-1,0
2019-04-26,0.7201046399583333,0.7201046399583333,0.7201046399583333,QB,2019,2019,1,1,0.002271001416667029,1,0
2019-04-27,0.7413063182916667,0.7413063182916667,0.7413063182916667,QB,2019,2019,1,1,0.021201678333333418,1,0
2019-04-28,0.7350711553749998,0.7350711553749998,0.7350711553749998,QB,2019,2019,1,1,-0.006235162916666925,-1,0
2019-04-29,0.7304558601666667,0.7304558601666667,0.7304558601666667,QB,2019,2019,1,1,-0.004615295208333037,-1,0
2019-04-30,0.7260838106666669,0.7260838106666669,0.7260838106666669,QB,2019,2019,1,1,-0.004372049499999808,-1,0
2019-05-01,0.7205454564166668,0.7205454564166668,0.7205454564166668,QB,2019,2019,1,1,-0.005538354250000155,-1,0
2019-05-02,0.716031071,0.716031071,0.716031071,QB,2019,2019,1,1,-0.004514385416666822,-1,0
2019-05-03,0.7144462561666666,0.7144462561666666,0.7144462561666666,QB,2019,2019,1,1,-0.0015848148333333922,-1,0
2019-05-04,0.7103822470833335,0.7103822470833335,0.7103822470833335,QB,2019,2019,1,1,-0.004064009083333042,-1,0
2019-05-05,0.7145163619166665,0.7145163619166665,0.7145163619166665,QB,2019,2019,1,1,0.004134114833332925,1,0
2019-05-06,0.7357849593749999,0.7357849593749999,0.7357849593749999,QB,2019,2019,1,1,0.021268597458333427,1,0
2019-05-07,0.7289177825000004,0.7289177825000004,0.7289177825000004,QB,2019,2019,1,1,-0.006867176874999492,-1,0
2019-05-08,0.7209257270000001,0.7209257270000001,0.7209257270000001,QB,2019,2019,1,1,-0.007992055500000261,-1,0
2019-05-09,0.7166673337916666,0.7166673337916666,0.7166673337916666,QB,2019,2019,1,1,-0.004258393208333544,-1,0
2019-05-10,0.7102579687083334,0.7102579687083334,0.7102579687083334,QB,2019,2019,1,1,-0.006409365083333229,-1,0
2019-05-11,0.7139725112500002,0.7139725112500002,0.7139725112500002,QB,2019,2019,1,1,0.00371454254166681,1,0
2019-05-12,0.724077299125,0.724077299125,0.724077299125,QB,2019,2019,1,1,0.010104787874999799,1,0
2019-05-13,0.7429038796249999,0.7429038796249999,0.7429038796249999,QB,2019,2019,1,1,0.018826580499999968,1,0
2019-05-14,0.7543183703750003,0.7543183703750003,0.7543183703750003,QB,2019,2019,1,1,0.011414490750000339,1,0
2019-05-15,0.7456220707499998,0.7456220707499998,0.7456220707499998,QB,2019,2019,1,1,-0.008696299625000514,-1,0
2019-05-16,0.7381866124166662,0.7381866124166662,0.7381866124166662,QB,2019,2019,1,1,-0.007435458333333589,-1,0
2019-05-17,0.7303252085416663,0.7303252085416663,0.7303252085416663,QB,2019,2019,1,1,-0.007861403874999895,-1,0
2019-05-18,0.7219560690833332,0.7219560690833332,0.7219560690833332,QB,2019,2019,1,1,-0.008369139458333064,-1,0
2019-05-19,0.7131546108333334,0.7131546108333334,0.7131546108333334,QB,2019,2019,1,1,-0.008801458249999783,-1,0
2019-05-20,0.7040472365833332,0.7040472365833332,0.7040472365833332,QB,2019,2019,1,1,-0.009107374250000189,-1,0
2019-05-21,0.6948570100833332,0.6948570100833332,0.6948570100833332,QB,2019,2019,1,1,-0.00919022650000001,-1,0
2019-05-22,0.6856986498333337,0.6856986498333337,0.6856986498333337,QB,2019,2019,1,1,-0.009158360249999498,-1,0
2019-05-23,0.6799011167500001,0.6799011167500001,0.6799011167500001,QB,2019,2019,1,1,-0.005797533083333639,-1,0
2019-05-24,0.679672741958333,0.679672741958333,0.679672741958333,QB,2019,2019,1,1,-2.283747916670409e-4,-1,0
2019-05-25,0.6692386694999998,0.6692386694999998,0.6692386694999998,QB,2019,2019,1,1,-0.010434072458333277,-1,0
2019-05-26,0.6621091271666668,0.6621091271666668,0.6621091271666668,QB,2019,2019,1,1,-0.007129542333332961,-1,0
2019-05-27,0.6679045358333332,0.6679045358333332,0.6679045358333332,QB,2019,2019,1,1,0.005795408666666391,1,0
2019-05-28,0.66781743475,0.66781743475,0.66781743475,QB,2019,2019,1,1,-8.710108333320754e-5,-1,0
2019-05-29,0.6672842061666666,0.6672842061666666,0.6672842061666666,QB,2019,2019,1,1,-5.332285833333783e-4,-1,0
2019-05-30,0.6648963618333332,0.6648963618333332,0.6648963618333332,QB,2019,2019,1,1,-0.0023878443333333887,-1,0
2019-05-31,0.6800785055416668,0.6800785055416668,0.6800785055416668,QB,2019,2019,1,1,0.015182143708333595,1,0
2019-06-01,0.6724369787916664,0.6724369787916664,0.6724369787916664,QB,2019,2019,1,1,-0.007641526750000405,-1,0
2019-06-02,0.6628218689583334,0.6628218689583334,0.6628218689583334,QB,2019,2019,1,1,-0.009615109833333024,-1,0
2019-06-03,0.6565601508333334,0.6565601508333334,0.6565601508333334,QB,2019,2019,1,1,-0.006261718124999982,-1,0
2019-06-04,0.6472169663333334,0.6472169663333334,0.6472169663333334,QB,2019,2019,1,1,-0.009343184500000046,-1,0
2019-06-05,0.6370558814166669,0.6370558814166669,0.6370558814166669,QB,2019,2019,1,1,-0.010161084916666452,-1,0
2019-06-06,0.6334719904999996,0.6334719904999996,0.6334719904999996,QB,2019,2019,1,1,-0.0035838909166673316,-1,0
2019-06-07,0.6274598913333334,0.6274598913333334,0.6274598913333334,QB,2019,2019,1,1,-0.006012099166666229,-1,0
2019-06-08,0.618721103375,0.618721103375,0.618721103375,QB,2019,2019,1,1,-0.008738787958333383,-1,0
2019-06-09,0.6081648769583333,0.6081648769583333,0.6081648769583333,QB,2019,2019,1,1,-0.010556226416666648,-1,0
2019-06-10,0.6046001057916665,0.6046001057916665,0.6046001057916665,QB,2019,2019,1,1,-0.003564771166666869,-1,0
2019-06-11,0.6025011821249999,0.6025011821249999,0.6025011821249999,QB,2019,2019,1,1,-0.00209892366666653,-1,0
2019-06-12,0.592160584,0.592160584,0.592160584,QB,2019,2019,1,1,-0.010340598124999878,-1,0
2019-06-13,0.613552397625,0.613552397625,0.613552397625,QB,2019,2019,1,1,0.021391813624999978,1,0
2019-06-14,0.6306709471249998,0.6306709471249998,0.6306709471249998,QB,2019,2019,1,1,0.017118549499999802,1,0
2019-06-15,0.6201200317500002,0.6201200317500002,0.6201200317500002,QB,2019,2019,1,1,-0.010550915374999636,-1,0
2019-06-16,0.6095266280416665,0.6095266280416665,0.6095266280416665,QB,2019,2019,1,1,-0.010593403708333726,-1,0
2019-06-17,0.6001781325000001,0.6001781325000001,0.6001781325000001,QB,2019,2019,1,1,-0.00934849554166639,-1,0
2019-06-18,0.5928350862916667,0.5928350862916667,0.5928350862916667,QB,2019,2019,1,1,-0.00734304620833337,-1,0
2019-06-19,0.594439020875,0.594439020875,0.594439020875,QB,2019,2019,1,1,0.0016039345833332996,1,0
2019-06-20,0.5872542437083333,0.5872542437083333,0.5872542437083333,QB,2019,2019,1,1,-0.007184777166666656,-1,0
2019-06-21,0.599123359625,0.599123359625,0.599123359625,QB,2019,2019,1,1,0.011869115916666617,1,0
2019-06-22,0.5903219013749996,0.5903219013749996,0.5903219013749996,QB,2019,2019,1,1,-0.008801458250000338,-1,0
2019-06-23,0.578552633041667,0.578552633041667,0.578552633041667,QB,2019,2019,1,1,-0.011769268333332583,-1,0
2019-06-24,0.5672029370000002,0.5672029370000002,0.5672029370000002,QB,2019,2019,1,1,-0.011349696041666801,-1,0
2019-06-25,0.5566615814999998,0.5566615814999998,0.5566615814999998,QB,2019,2019,1,1,-0.01054135550000046,-1,0
2019-06-26,0.5448200829999997,0.5448200829999997,0.5448200829999997,QB,2019,2019,1,1,-0.011841498500000047,-1,0
2019-06-27,0.5302380869999997,0.5302380869999997,0.5302380869999997,QB,2019,2019,1,1,-0.014581995999999986,-1,0
2019-06-28,0.5157941780833332,0.5157941780833332,0.5157941780833332,QB,2019,2019,1,1,-0.014443908916666581,-1,0
2019-06-29,0.5008181027916667,0.5008181027916667,0.5008181027916667,QB,2019,2019,1,1,-0.014976075291666446,-1,0
2019-06-30,0.5059135161666665,0.5059135161666665,0.5059135161666665,QB,2019,2019,1,1,0.0050954133749997466,1,0
2019-07-01,0.48846037104166673,0.48846037104166673,0.48846037104166673,QB,2019,2019,1,1,-0.017453145124999736,-1,0
2019-07-02,0.46701013595833346,0.46701013595833346,0.46701013595833346,QB,2019,2019,1,1,-0.02145023508333327,-1,0
2019-07-03,0.4442693177500004,0.4442693177500004,0.4442693177500004,QB,2019,2019,1,1,-0.02274081820833307,-1,0
2019-07-04,0.4227107374166667,0.4227107374166667,0.4227107374166667,QB,2019,2019,1,1,-0.021558580333333688,-1,0
2019-07-05,0.4066246544166669,0.4066246544166669,0.4066246544166669,QB,2019,2019,1,1,-0.016086082999999807,-1,0
2019-07-06,0.3843182794166665,0.3843182794166665,0.3843182794166665,QB,2019,2019,1,1,-0.022306375000000378,-1,0
2019-07-07,0.37102686654166667,0.37102686654166667,0.37102686654166667,QB,2019,2019,1,1,-0.013291412874999853,-1,0
2019-07-08,0.3594179916666663,0.3594179916666663,0.3594179916666663,QB,2019,2019,1,1,-0.011608874875000341,-1,0
2019-07-09,0.3521939127916664,0.3521939127916664,0.3521939127916664,QB,2019,2019,1,1,-0.0072240788749999285,-1,0
2019-07-10,0.3326067911250002,0.3326067911250002,0.3326067911250002,QB,2019,2019,1,1,-0.019587121666666207,-1,0
2019-07-11,0.31107476600000006,0.31107476600000006,0.31107476600000006,QB,2019,2019,1,1,-0.02153202512500013,-1,0
2019-07-12,0.5289984898749999,0.5289984898749999,0.5289984898749999,QB,2019,2019,1,1,0.2179237238749998,1,0
2019-07-13,0.5292619175416664,0.5292619175416664,0.5292619175416664,QB,2019,2019,1,1,2.6342766666653805e-4,1,0
2019-07-14,0.5178718575833329,0.5178718575833329,0.5178718575833329,QB,2019,2019,1,1,-0.011390059958333532,-1,0
2019-07-15,0.5056628350000001,0.5056628350000001,0.5056628350000001,QB,2019,2019,1,1,-0.012209022583332785,-1,0
2019-07-16,0.4923501779583336,0.4923501779583336,0.4923501779583336,QB,2019,2019,1,1,-0.013312657041666509,-1,0
2019-07-17,0.47579035004166664,0.47579035004166664,0.47579035004166664,QB,2019,2019,1,1,-0.016559827916666936,-1,0
2019-07-18,0.4563200712916665,0.4563200712916665,0.4563200712916665,QB,2019,2019,1,1,-0.019470278750000125,-1,0
2019-07-19,0.4339361550833335,0.4339361550833335,0.4339361550833335,QB,2019,2019,1,1,-0.02238391620833302,-1,0
2019-07-20,0.4075445268333334,0.4075445268333334,0.4075445268333334,QB,2019,2019,1,1,-0.026391628250000077,-1,0
2019-07-21,0.3801788535416667,0.3801788535416667,0.3801788535416667,QB,2019,2019,1,1,-0.027365673291666726,-1,0
2019-07-22,0.3497667667500002,0.3497667667500002,0.3497667667500002,QB,2019,2019,1,1,-0.030412086791666515,-1,0
2019-07-23,0.3230214231249997,0.3230214231249997,0.3230214231249997,QB,2019,2019,1,1,-0.026745343625000473,-1,0
2019-07-24,0.30617055012499994,0.30617055012499994,0.30617055012499994,QB,2019,2019,1,1,-0.016850872999999766,-1,0
2019-07-25,0.2815028859999998,0.2815028859999998,0.2815028859999998,QB,2019,2019,1,1,-0.024667664125000155,-1,0
2019-07-26,0.25213388779166657,0.25213388779166657,0.25213388779166657,QB,2019,2019,1,1,-0.02936899820833322,-1,0
2019-07-27,0.223840906625,0.223840906625,0.223840906625,QB,2019,2019,1,1,-0.028292981166666564,-1,0
2019-07-28,0.19428071091666677,0.19428071091666677,0.19428071091666677,QB,2019,2019,1,1,-0.029560195708333237,-1,0
2019-07-29,0.16965416942857114,0.16965416942857114,0.16965416942857114,QB,2019,2019,1,1,-0.02462654148809562,-1,0
2019-07-30,0.1153686457777775,0.1153686457777775,0.1153686457777775,QB,2019,2019,1,1,-0.05428552365079364,-1,0
2019-07-31,0.0947072774166667,0.0947072774166667,0.0947072774166667,QB,2019,2019,1,1,-0.020661368361110807,-1,0
2019-08-01,0.13785205550000013,0.13785205550000013,0.13785205550000013,QB,2019,2019,1,1,0.04314477808333343,1,0
2019-08-02,0.21838125587499976,0.21838125587499976,0.21838125587499976,QB,2019,2019,1,1,0.08052920037499964,1,0
2019-08-03,0.2083826888333332,0.2083826888333332,0.2083826888333332,QB,2019,2019,1,1,-0.009998567041666573,-1,0
2019-08-04,0.18659042266666684,0.18659042266666684,0.1865904226666668,QB,2019,2019,1,1,-0.02179226616666638,-1,0
2019-08-05,0.16387722187500028,0.16387722187500028,0.16387722187500028,QB,2019,2019,1,1,-0.022713200791666527,-1,0
2019-08-06,0.14264686391666698,0.14264686391666698,0.14264686391666698,QB,2019,2019,1,1,-0.021230357958333307,-1,0
2019-08-07,0.12392544204166682,0.12392544204166682,0.12392544204166682,QB,2019,2019,1,1,-0.018721421875000158,-1,0
2019-08-08,0.19571585445833345,0.19571585445833345,0.19571585445833345,QB,2019,2019,1,1,0.07179041241666663,1,0
2019-08-09,0.18167346029166695,0.18167346029166695,0.18167346029166695,QB,2019,2019,1,1,-0.0140423941666665,-1,0
2019-08-10,0.15622188641666662,0.15622188641666662,0.15622188641666662,QB,2019,2019,1,1,-0.025451573875000327,-1,0
2019-08-11,0.12904209958333349,0.12904209958333349,0.12904209958333349,QB,2019,2019,1,1,-0.027179786833333136,-1,0
2019-08-12,0.09936824758333336,0.09936824758333336,0.09936824758333336,QB,2019,2019,1,1,-0.029673852000000125,-1,0
2019-08-13,0.07021169104166688,0.07021169104166688,0.07021169104166688,QB,2019,2019,1,1,-0.029156556541666476,-1,0
2019-08-14,0.04837268770833371,0.04837268770833371,0.04837268770833371,QB,2019,2019,1,1,-0.021839003333333176,-1,0
2019-08-15,0.02537906391666664,0.02537906391666664,0.02537906391666664,QB,2019,2019,1,1,-0.02299362379166707,-1,0
2019-08-16,6.296097499997972e-4,6.296097499997972e-4,6.296097499997981e-4,QB,2019,2019,1,1,-0.02474945416666684,-1,0
2019-08-17,-0.02582999983333314,-0.02582999983333314,-0.02582999983333315,QB,2019,2019,0,0,-0.026459609583332946,-1,0
2019-08-18,-0.0519964399166668,-0.0519964399166668,-0.0519964399166668,QB,2019,2019,0,0,-0.026166440083333655,-1,0
2019-08-19,-0.08604234141666657,-0.08604234141666657,-0.08604234141666658,QB,2019,2019,0,0,-0.03404590149999978,-1,0
